id,reason_text,cognitive_function,signal_strength,function_group
4804,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4805,"Aku suka menganalisis konsep secara mendalam. Sering kali, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4806,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4807,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4808,"Konsistensi logis sangat penting bagiku. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4809,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4810,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4811,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4812,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4813,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4814,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4815,"Konsistensi logis sangat penting bagiku. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4816,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4817,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4818,"Konsistensi logis sangat penting bagiku. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4819,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4820,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4821,"Aku suka menganalisis konsep secara mendalam. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4822,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4823,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4824,"Aku suka menganalisis konsep secara mendalam. Sering kali, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4825,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4826,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4827,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4828,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4829,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4830,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4831,"Konsistensi logis sangat penting bagiku. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4832,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4833,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4834,"Aku suka menganalisis konsep secara mendalam. Selain itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4835,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4836,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4837,"Konsistensi logis sangat penting bagiku. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4838,"Konsistensi logis sangat penting bagiku. Sering kali, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4839,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4840,"Konsistensi logis sangat penting bagiku. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4841,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4842,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4843,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4844,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4845,"Konsistensi logis sangat penting bagiku. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4846,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4847,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4848,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4849,"Konsistensi logis sangat penting bagiku. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4850,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4851,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4852,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4853,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4854,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4855,"Konsistensi logis sangat penting bagiku. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4856,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4857,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4858,"Konsistensi logis sangat penting bagiku. Karena itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4859,"Aku suka menganalisis konsep secara mendalam. Selain itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4860,"Aku selalu mencoba memahami logika di balik sesuatu. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4861,"Konsistensi logis sangat penting bagiku. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4862,"Konsistensi logis sangat penting bagiku. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4863,"Konsistensi logis sangat penting bagiku. Selain itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4864,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4865,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4866,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4867,"Konsistensi logis sangat penting bagiku. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4868,"Konsistensi logis sangat penting bagiku. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4869,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4870,"Aku suka menganalisis konsep secara mendalam. Selain itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4871,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4872,"Aku suka menganalisis konsep secara mendalam. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4873,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4874,"Konsistensi logis sangat penting bagiku. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4875,"Konsistensi logis sangat penting bagiku. Selain itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4876,"Aku selalu mencoba memahami logika di balik sesuatu. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4877,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4878,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4879,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4880,"Konsistensi logis sangat penting bagiku. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4881,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4882,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4883,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4884,"Aku selalu mencoba memahami logika di balik sesuatu. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4885,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4886,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4887,"Konsistensi logis sangat penting bagiku. Selain itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4888,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4889,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4890,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4891,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4892,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4893,"Konsistensi logis sangat penting bagiku. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4894,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4895,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4896,"Aku suka menganalisis konsep secara mendalam. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4897,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4898,"Konsistensi logis sangat penting bagiku. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4899,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4900,"Konsistensi logis sangat penting bagiku. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4901,"Aku selalu mencoba memahami logika di balik sesuatu. Sering kali, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4902,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4903,"Aku suka menganalisis konsep secara mendalam. Selain itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4904,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4905,"Aku selalu mencoba memahami logika di balik sesuatu. Sering kali, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4906,"Konsistensi logis sangat penting bagiku. Karena itu, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4907,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4908,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4909,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4910,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4911,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4912,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4913,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4914,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4915,"Konsistensi logis sangat penting bagiku. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4916,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4917,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4918,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4919,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4920,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4921,"Aku suka menganalisis konsep secara mendalam. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4922,"Aku selalu mencoba memahami logika di balik sesuatu. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4923,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4924,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4925,"Konsistensi logis sangat penting bagiku. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4926,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4927,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4928,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4929,"Aku suka menganalisis konsep secara mendalam. Karena itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4930,"Konsistensi logis sangat penting bagiku. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4931,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4932,"Konsistensi logis sangat penting bagiku. Selain itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4933,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4934,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4935,"Konsistensi logis sangat penting bagiku. Selain itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4936,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4937,"Aku selalu mencoba memahami logika di balik sesuatu. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4938,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4939,"Aku suka menganalisis konsep secara mendalam. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4940,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4941,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4942,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4943,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4944,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4945,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4946,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4947,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4948,"Aku suka menganalisis konsep secara mendalam. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4949,"Konsistensi logis sangat penting bagiku. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4950,"Konsistensi logis sangat penting bagiku. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4951,"Aku suka menganalisis konsep secara mendalam. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4952,"Konsistensi logis sangat penting bagiku. Karena itu, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4953,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4954,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4955,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4956,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4957,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4958,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4959,"Konsistensi logis sangat penting bagiku. Selain itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4960,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4961,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4962,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4963,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4964,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4965,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4966,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4967,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4968,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4969,"Konsistensi logis sangat penting bagiku. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4970,"Konsistensi logis sangat penting bagiku. Sering kali, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4971,"Konsistensi logis sangat penting bagiku. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4972,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4973,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4974,"Aku suka menganalisis konsep secara mendalam. Sering kali, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4975,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4976,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4977,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4978,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4979,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,medium,Judging
4980,"Konsistensi logis sangat penting bagiku. Dalam banyak situasi, aku suka menganalisis konsep secara mendalam.",Ti,high,Judging
4981,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4982,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4983,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4984,"Aku selalu mencoba memahami logika di balik sesuatu. Selain itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4985,"Konsistensi logis sangat penting bagiku. Karena itu, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4986,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4987,"Konsistensi logis sangat penting bagiku. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4988,"Aku suka menganalisis konsep secara mendalam. Dalam banyak situasi, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4989,"Aku selalu mencoba memahami logika di balik sesuatu. Dalam banyak situasi, konsistensi logis sangat penting bagiku.",Ti,high,Judging
4990,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,low,Judging
4991,"Aku selalu mencoba memahami logika di balik sesuatu. Di sisi lain, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4992,"Konsistensi logis sangat penting bagiku. Karena itu, aku suka menganalisis konsep secara mendalam.",Ti,low,Judging
4993,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,high,Judging
4994,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4995,"Aku suka menganalisis konsep secara mendalam. Selain itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4996,"Aku suka menganalisis konsep secara mendalam. Di sisi lain, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
4997,"Konsistensi logis sangat penting bagiku. Selain itu, konsistensi logis sangat penting bagiku.",Ti,low,Judging
4998,"Konsistensi logis sangat penting bagiku. Di sisi lain, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
4999,"Aku suka menganalisis konsep secara mendalam. Sering kali, aku selalu mencoba memahami logika di balik sesuatu.",Ti,medium,Judging
5000,"Aku selalu mencoba memahami logika di balik sesuatu. Karena itu, konsistensi logis sangat penting bagiku.",Ti,medium,Judging
5001,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5002,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5003,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5004,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5005,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5006,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5007,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5008,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5009,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5010,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5011,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5012,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5013,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5014,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5015,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5016,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5017,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5018,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5019,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5020,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5021,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5022,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5023,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
