sample_id,text,function,stance,label,family_id,split,source,generator_version,source_sample_id,source_family_id,source_split
v2:SYN13803,"biasanya aku kadang memakai pelajaran dari pengalaman lama agar kesalahan tak berulang saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-09,validation,synthetic,synthetic-cognitive-v2,SYN13803,Si-10,train
v2:SYN01757,kalau ditanya aku tidak terbiasa memastikan pilihan selaras dengan nilai pribadi yang diyakini saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-00,train,synthetic,synthetic-cognitive-v2,SYN01757,Fi-00,validation
v2:SYN03550,aku cenderung mengamati detail lingkungan sebelum mengambil tindakan dalam kegiatan komunitas.,Se,support,Se:support,Se-05,train,synthetic,synthetic-cognitive-v2,SYN03550,Se-13,train
v2:SYN08339,aku tidak terbiasa membayangkan banyak cara berbeda untuk menyelesaikan sesuatu ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-02,train,synthetic,synthetic-cognitive-v2,SYN08339,Ne-03,train
v2:SYN06390,"biasanya aku kadang menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-10,test,synthetic,synthetic-cognitive-v2,SYN06390,Fi-09,train
v2:SYN12134,dalam keseharian saya tidak terbiasa memakai indikator keberhasilan untuk mengevaluasi proses kerja saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-05,train,synthetic,synthetic-cognitive-v2,SYN12134,Te-05,test
v2:SYN12380,saya tidak terbiasa memisahkan fakta dan asumsi sebelum menarik kesimpulan saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-01,train,synthetic,synthetic-cognitive-v2,SYN12380,Ti-14,train
v2:SYN14254,"biasanya aku kadang berusaha membuat semua orang merasa nyaman dalam suatu kelompok ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-03,train,synthetic,synthetic-cognitive-v2,SYN14254,Fe-13,train
v1:SYN04457,biasanya aku tidak terbiasa mencari berbagai alternatif sebelum memilih satu pendekatan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-01,train,synthetic,synthetic-cognitive-v1,SYN04457,Ne-01,train
v1:SYN00664,aku tidak terbiasa menentukan standar hasil yang jelas supaya orang tahu tugasnya ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-07,train,synthetic,synthetic-cognitive-v1,SYN00664,Te-07,train
v1:SYN02448,biasanya aku cenderung memperhatikan suasana emosional supaya hubungan tetap terjaga saat menghadapi persoalan baru.,Fe,support,Fe:support,Fe-03,train,synthetic,synthetic-cognitive-v1,SYN02448,Fe-03,train
v1:SYN02340,"kalau ditanya aku kadang menyesuaikan cara bicara agar orang lain merasa didengar saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-01,train,synthetic,synthetic-cognitive-v1,SYN02340,Fe-01,train
v2:SYN09724,biasanya aku cenderung memeriksa apakah sesuatu menyimpang dari kebiasaan yang dikenal saat kuliah.,Si,support,Si:support,Si-03,train,synthetic,synthetic-cognitive-v2,SYN09724,Si-08,test
v1:SYN06619,dalam keseharian saya tidak terbiasa belajar lewat mencoba langsung dengan benda yang ada di depanku ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-01,train,synthetic,synthetic-cognitive-v1,SYN06619,Se-01,train
v2:SYN13559,"kalau ditanya aku kadang melihat bukti hasil konkret dulu sebelum menetapkan cara kerja dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-03,train,synthetic,synthetic-cognitive-v2,SYN13559,Te-01,validation
v2:SYN05884,dalam keseharian saya cenderung mengecek data kinerja untuk memilih cara paling efisien saat menyelesaikan proyek.,Te,support,Te:support,Te-01,train,synthetic,synthetic-cognitive-v2,SYN05884,Te-03,train
v2:SYN14760,aku cenderung mengacu pada pengalaman nyata sebelum menerima hal baru saat menyelesaikan proyek.,Si,support,Si:support,Si-05,train,synthetic,synthetic-cognitive-v2,SYN14760,Si-05,train
v1:SYN04276,biasanya aku tidak terbiasa menghormati nilai unik seseorang tanpa memaksanya sama denganku ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-11,test,synthetic,synthetic-cognitive-v1,SYN04276,Fi-11,test
v1:SYN01166,"kalau ditanya aku kadang memeriksa konsistensi logika sebelum menerima sebuah penjelasan dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-00,train,synthetic,synthetic-cognitive-v1,SYN01166,Ti-00,train
v2:SYN15902,"aku kadang membandingkan situasi sekarang dengan pengalaman serupa sebelumnya ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-00,train,synthetic,synthetic-cognitive-v2,SYN15902,Si-00,train
v2:SYN13964,"saya kadang mempertahankan batas pribadi karena sesuai dengan nurani ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-07,train,synthetic,synthetic-cognitive-v2,SYN13964,Fi-07,train
v2:SYN06130,biasanya aku tidak terbiasa menyimpan detail pengalaman sebagai acuan untuk situasi berikutnya dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-10,test,synthetic,synthetic-cognitive-v2,SYN06130,Si-15,train
v1:SYN08114,biasanya aku cenderung mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya dalam kegiatan sehari hari.,Si,support,Si:support,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08114,Si-06,train
v2:SYN02097,"biasanya aku kadang mengubah langkah dengan cepat begitu situasi berubah dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-08,validation,synthetic,synthetic-cognitive-v2,SYN02097,Se-05,train
v1:SYN01172,aku cenderung membongkar asumsi untuk memahami cara kerja sebuah sistem dalam kegiatan sehari hari.,Ti,support,Ti:support,Ti-01,train,synthetic,synthetic-cognitive-v1,SYN01172,Ti-01,train
v1:SYN02169,saya cenderung mempertimbangkan perasaan kelompok sebelum mengambil keputusan bersama saat kuliah.,Fe,support,Fe:support,Fe-00,train,synthetic,synthetic-cognitive-v1,SYN02169,Fe-00,train
v1:SYN01778,"saya kadang membangun kerangka pemahaman yang masuk akal bagi pikiranku dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-07,train,synthetic,synthetic-cognitive-v1,SYN01778,Ti-07,train
v2:SYN13774,saya tidak terbiasa menyimpan detail pengalaman sebagai acuan untuk situasi berikutnya saat kuliah. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-10,test,synthetic,synthetic-cognitive-v2,SYN13774,Si-15,validation
v1:SYN04645,kalau ditanya aku tidak terbiasa menggabungkan gagasan dari bidang berbeda menjadi peluang baru ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-03,train,synthetic,synthetic-cognitive-v1,SYN04645,Ne-03,train
v1:SYN04551,dalam keseharian saya tidak terbiasa membayangkan beberapa cara berbeda untuk mengubah keadaan saat kuliah. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-02,train,synthetic,synthetic-cognitive-v1,SYN04551,Ne-02,train
v1:SYN08116,biasanya aku cenderung mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya ketika bekerja bersama teman.,Si,support,Si:support,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08116,Si-06,train
v1:SYN02602,"dalam keseharian saya kadang mengajak orang yang tersisih agar merasa dilibatkan dalam kelompok ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-04,train,synthetic,synthetic-cognitive-v1,SYN02602,Fe-04,train
v1:SYN02081,saya cenderung meneliti hubungan antarbagian sampai mekanismenya terasa konsisten dalam kegiatan komunitas.,Ti,support,Ti:support,Ti-11,test,synthetic,synthetic-cognitive-v1,SYN02081,Ti-11,test
v1:SYN07810,"saya kadang menggunakan langkah yang pernah berhasil sebagai acuan kegiatan baru ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-02,train,synthetic,synthetic-cognitive-v1,SYN07810,Si-02,train
v2:SYN13026,"saya kadang melompat dari satu ide ke ide lain saat berdiskusi ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-05,train,synthetic,synthetic-cognitive-v2,SYN13026,Ne-00,train
v2:SYN15142,aku cenderung menampung dulu keinginan semua pihak sebelum menawarkan solusi bersama ketika mengerjakan tugas.,Fe,support,Fe:support,Fe-05,train,synthetic,synthetic-cognitive-v2,SYN15142,Fe-09,train
v2:SYN00500,saya tidak terbiasa lebih percaya pada apa yang bisa dilihat dan disentuh langsung dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-06,train,synthetic,synthetic-cognitive-v2,SYN00500,Se-11,train
v2:SYN00252,dalam keseharian saya cenderung mempertahankan batas pribadi karena sesuai dengan nurani ketika berdiskusi dalam kelompok.,Fi,support,Fi:support,Fi-07,train,synthetic,synthetic-cognitive-v2,SYN00252,Fi-07,test
v2:SYN04329,aku belum menemukan cara terbaik menjelaskan hal ini saat menghadapi persoalan baru. Itu yang ada di pikiranku sekarang.,unknown,unknown,unknown,unknown-04,train,synthetic,synthetic-cognitive-v2,SYN04329,unknown-09,train
v2:SYN04723,saya cenderung mempertanyakan aturan lama dan membayangkan versi barunya ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-04,train,synthetic,synthetic-cognitive-v2,SYN04723,Ne-06,train
v2:SYN04622,"kalau ditanya aku kadang mempertimbangkan arti pribadi dari suatu pilihan sebelum ikut arus kelompok dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-09,validation,synthetic,synthetic-cognitive-v2,SYN04622,Fi-10,train
v1:SYN07634,"biasanya aku kadang membandingkan keadaan sekarang dengan pengalaman serupa yang kuingat dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-00,train,synthetic,synthetic-cognitive-v1,SYN07634,Si-00,train
v2:SYN11399,dalam keseharian saya tidak terbiasa lebih percaya pada apa yang bisa dilihat dan disentuh langsung saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-06,train,synthetic,synthetic-cognitive-v2,SYN11399,Se-11,train
v1:SYN01992,saya cenderung menguji contoh pengecualian untuk mencari kelemahan penjelasan saat menghadapi persoalan baru.,Ti,support,Ti:support,Ti-10,test,synthetic,synthetic-cognitive-v1,SYN01992,Ti-10,test
v2:SYN05998,"aku kadang menyusun sistem kerja yang bisa diukur dan dievaluasi dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-05,train,synthetic,synthetic-cognitive-v2,SYN05998,Te-12,train
v2:SYN06287,aku cenderung melihat bukti hasil konkret dulu sebelum menetapkan cara kerja saat kuliah.,Te,support,Te:support,Te-03,train,synthetic,synthetic-cognitive-v2,SYN06287,Te-01,test
v1:SYN02959,"dalam keseharian saya kadang memeriksa apakah keputusan bersama membuat seseorang terabaikan ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-08,validation,synthetic,synthetic-cognitive-v1,SYN02959,Fe-08,validation
v1:SYN01661,saya tidak terbiasa menganalisis prinsip dasar walaupun belum ada manfaat praktis dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-06,train,synthetic,synthetic-cognitive-v1,SYN01661,Ti-06,train
v1:SYN05716,biasanya aku tidak terbiasa memikirkan ke mana rangkaian kejadian ini akhirnya mengarah ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-03,train,synthetic,synthetic-cognitive-v1,SYN05716,Ni-03,train
v1:SYN04767,"kalau ditanya aku kadang mempertanyakan bagaimana jadinya kalau aturan yang biasa diubah saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-04,train,synthetic,synthetic-cognitive-v1,SYN04767,Ne-04,train
v2:SYN12165,biasanya aku tidak terbiasa mengatur urutan pekerjaan dan batas waktu supaya semua kelar tepat jadwal dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-02,train,synthetic,synthetic-cognitive-v2,SYN12165,Te-02,test
v2:SYN12448,dalam keseharian saya cenderung mengambil solusi yang sudah terbukti mendongkrak hasil kerja ketika bekerja bersama teman.,Te,support,Te:support,Te-06,train,synthetic,synthetic-cognitive-v2,SYN12448,Te-09,train
v1:SYN04115,"aku kadang menimbang makna personal suatu pilihan sebelum mengikuti kelompok dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-09,validation,synthetic,synthetic-cognitive-v1,SYN04115,Fi-09,validation
v2:SYN13090,"kalau ditanya aku kadang memeriksa ketepatan konsep meski banyak orang sudah menyetujuinya saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-09,validation,synthetic,synthetic-cognitive-v2,SYN13090,Ti-11,train
v2:SYN06082,tidak ada alasan khusus yang bisa aku jelaskan untuk itu saat kuliah. Itu yang ada di pikiranku sekarang.,unknown,unknown,unknown,unknown-06,train,synthetic,synthetic-cognitive-v2,SYN06082,unknown-02,train
v1:SYN00875,"aku kadang membuat urutan tindakan praktis untuk mencapai sasaran proyek dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-09,validation,synthetic,synthetic-cognitive-v1,SYN00875,Te-09,validation
v2:SYN04073,biasanya aku tidak terbiasa meramu ide dari berbagai bidang menjadi satu peluang segar ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-03,train,synthetic,synthetic-cognitive-v2,SYN04073,Ne-09,train
v2:SYN10575,"kalau ditanya aku kadang mengatur gaya bicara supaya lawan bicara merasa dihargai saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-01,train,synthetic,synthetic-cognitive-v2,SYN10575,Fe-01,train
v2:SYN07432,kalau ditanya aku tidak terbiasa peka terhadap perubahan suasana hati orang orang di sekitar dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-03,train,synthetic,synthetic-cognitive-v2,SYN07432,Fe-12,train
v2:SYN12313,"dalam keseharian saya kadang mendengarkan nurani meski keputusan itu tak disukai orang lain ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-01,train,synthetic,synthetic-cognitive-v2,SYN12313,Fi-05,train
v1:SYN07202,aku cenderung mengubah langkah dengan cepat ketika keadaan di depan mata berubah dalam kegiatan sehari hari.,Se,support,Se:support,Se-08,validation,synthetic,synthetic-cognitive-v1,SYN07202,Se-08,validation
v1:SYN08451,"dalam keseharian saya kadang memakai pembelajaran dari pengalaman terdahulu agar kesalahan tidak berulang saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-09,validation,synthetic,synthetic-cognitive-v1,SYN08451,Si-09,validation
v2:SYN10419,saya tidak terbiasa menjaga rutinitas yang sudah terasa nyaman dan familiar dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-07,train,synthetic,synthetic-cognitive-v2,SYN10419,Si-06,train
v1:SYN03260,dalam keseharian saya cenderung memastikan pilihanku selaras dengan nilai pribadi yang kuyakini dalam kegiatan sehari hari.,Fi,support,Fi:support,Fi-00,train,synthetic,synthetic-cognitive-v1,SYN03260,Fi-00,train
v1:SYN06537,kalau ditanya aku tidak terbiasa memperhatikan keadaan nyata saat ini lalu segera menyesuaikan tindakan saat kuliah. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-00,train,synthetic,synthetic-cognitive-v1,SYN06537,Se-00,train
v1:SYN06533,dalam keseharian saya tidak terbiasa memperhatikan keadaan nyata saat ini lalu segera menyesuaikan tindakan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-00,train,synthetic,synthetic-cognitive-v1,SYN06533,Se-00,train
v1:SYN06282,"saya kadang menyusun gambaran besar sebelum menentukan arah hidup saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-09,validation,synthetic,synthetic-cognitive-v1,SYN06282,Ni-09,validation
v2:SYN09409,aku tidak terbiasa mengandalkan cara lama yang sudah terbukti berhasil dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-02,train,synthetic,synthetic-cognitive-v2,SYN09409,Si-01,train
v2:SYN01414,dalam keseharian saya tidak terbiasa membayangkan skenario masa depan berdasarkan tanda yang ada sekarang saat kuliah. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-07,train,synthetic,synthetic-cognitive-v2,SYN01414,Ni-10,train
v2:SYN00823,dalam keseharian saya tidak terbiasa membiarkan pilihan tetap terbuka demi menemukan ide tak terduga saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-07,train,synthetic,synthetic-cognitive-v2,SYN00823,Ne-08,train
v2:SYN12070,"kalau ditanya aku kadang menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-10,test,synthetic,synthetic-cognitive-v2,SYN12070,Fi-09,train
v2:SYN06983,kalau ditanya aku tidak terbiasa menangkap firasat tentang arah suatu keadaan sebelum benar benar terjadi saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-03,train,synthetic,synthetic-cognitive-v2,SYN06983,Ni-15,test
v1:SYN05185,kalau ditanya aku tidak terbiasa mengembangkan beberapa skenario alternatif dari sebuah informasi ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-09,validation,synthetic,synthetic-cognitive-v1,SYN05185,Ne-09,validation
v2:SYN01494,"biasanya aku kadang membandingkan situasi sekarang dengan pengalaman serupa sebelumnya ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-00,train,synthetic,synthetic-cognitive-v2,SYN01494,Si-00,train
v2:SYN08727,saya cenderung mengatur sumber daya dan pembagian tugas demi tujuan bersama ketika bekerja bersama teman.,Te,support,Te:support,Te-04,train,synthetic,synthetic-cognitive-v2,SYN08727,Te-04,train
v2:SYN08404,aku tidak terbiasa merenungkan suatu ide sampai menemukan inti sebenarnya ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-02,train,synthetic,synthetic-cognitive-v2,SYN08404,Ni-11,test
v2:SYN13259,saya tidak terbiasa meramu ide dari berbagai bidang menjadi satu peluang segar saat kuliah. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-03,train,synthetic,synthetic-cognitive-v2,SYN13259,Ne-09,validation
v2:SYN01203,saya tidak terbiasa mempertahankan batas pribadi karena sesuai dengan nurani saat kuliah. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-07,train,synthetic,synthetic-cognitive-v2,SYN01203,Fi-07,test
v2:SYN04897,tadi pagi aku sempat mampir ke warung membeli kopi dalam kegiatan sehari hari. Begitu yang kurasakan.,unknown,unknown,unknown,unknown-09,validation,synthetic,synthetic-cognitive-v2,SYN04897,unknown-08,validation
v2:SYN02689,saya cenderung memeriksa ketepatan konsep meski banyak orang sudah menyetujuinya dalam kegiatan sehari hari.,Ti,support,Ti:support,Ti-09,validation,synthetic,synthetic-cognitive-v2,SYN02689,Ti-11,train
v2:SYN04164,aku tidak terbiasa mencocokkan keadaan hari ini dengan catatan dalam ingatan saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-06,train,synthetic,synthetic-cognitive-v2,SYN04164,Si-03,train
v2:SYN03864,saya tidak terbiasa memeriksa konsistensi logika sebelum menerima suatu penjelasan ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-00,train,synthetic,synthetic-cognitive-v2,SYN03864,Ti-00,train
v1:SYN05466,"aku kadang merangkai berbagai petunjuk menjadi satu gambaran arah jangka panjang saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-00,train,synthetic,synthetic-cognitive-v1,SYN05466,Ni-00,train
v2:SYN00170,biasanya aku cenderung mencari inti persoalan di balik permukaan yang terlihat rumit ketika bekerja bersama teman.,Ni,support,Ni:support,Ni-08,validation,synthetic,synthetic-cognitive-v2,SYN00170,Ni-13,test
v2:SYN08440,aku cenderung menyaring pilihan hingga tersisa satu arah yang paling logis ketika mengerjakan tugas.,Ni,support,Ni:support,Ni-06,train,synthetic,synthetic-cognitive-v2,SYN08440,Ni-00,validation
v2:SYN03384,"saya kadang menentukan standar hasil yang jelas agar semua tahu tugasnya saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-07,train,synthetic,synthetic-cognitive-v2,SYN03384,Te-06,test
v1:SYN02847,kalau ditanya aku tidak terbiasa membantu meredakan konflik agar semua pihak dapat berdialog saat kuliah. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-07,train,synthetic,synthetic-cognitive-v1,SYN02847,Fe-07,train
v2:SYN13381,"biasanya aku kadang menganalisis prinsip dasar meski belum ada manfaat praktis dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-06,train,synthetic,synthetic-cognitive-v2,SYN13381,Ti-04,test
v2:SYN05156,biasanya aku cenderung menelusuri sebab akibat untuk memahami mengapa sesuatu berhasil ketika mengerjakan tugas.,Ti,support,Ti:support,Ti-04,train,synthetic,synthetic-cognitive-v2,SYN05156,Ti-05,train
v2:SYN14886,"dalam keseharian saya kadang mencoba sudut pandang baru meski belum tentu praktis ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-06,train,synthetic,synthetic-cognitive-v2,SYN14886,Ne-04,test
v2:SYN01589,aku tidak terbiasa memisahkan fakta dan asumsi sebelum menarik kesimpulan saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-01,train,synthetic,synthetic-cognitive-v2,SYN01589,Ti-14,train
v2:SYN07936,saya tidak terbiasa memikirkan konsekuensi jangka panjang dari suatu kecenderungan ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-07,train,synthetic,synthetic-cognitive-v2,SYN07936,Ni-04,test
v1:SYN01419,"saya kadang memperjelas definisi supaya penalarannya tidak rancu saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-03,train,synthetic,synthetic-cognitive-v1,SYN01419,Ti-03,train
v2:SYN04029,"aku kadang menjaga keaslian diri daripada mengikuti harapan orang lain dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-04,train,synthetic,synthetic-cognitive-v2,SYN04029,Fi-01,test
v2:SYN14489,"dalam keseharian saya kadang lebih percaya pada apa yang bisa dilihat dan disentuh langsung saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-06,train,synthetic,synthetic-cognitive-v2,SYN14489,Se-11,train
v1:SYN00245,"aku kadang menyusun prioritas dan tenggat agar pekerjaan selesai tepat waktu dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-02,train,synthetic,synthetic-cognitive-v1,SYN00245,Te-02,train
v2:SYN13191,"aku kadang mendorong penyelesaian tugas dengan cara yang paling efisien dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-01,train,synthetic,synthetic-cognitive-v2,SYN13191,Te-13,train
v1:SYN07574,biasanya aku cenderung membandingkan keadaan sekarang dengan pengalaman serupa yang kuingat dalam kegiatan sehari hari.,Si,support,Si:support,Si-00,train,synthetic,synthetic-cognitive-v1,SYN07574,Si-00,train
v1:SYN07696,biasanya aku tidak terbiasa mengingat detail pengalaman lama untuk memeriksa perubahan saat ini ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-01,train,synthetic,synthetic-cognitive-v1,SYN07696,Si-01,train
v2:SYN13371,biasanya aku cenderung lebih percaya pada apa yang bisa dilihat dan disentuh langsung saat menyelesaikan proyek.,Se,support,Se:support,Se-06,train,synthetic,synthetic-cognitive-v2,SYN13371,Se-11,train
v2:SYN15878,dalam keseharian saya tidak terbiasa mengajak orang yang tersisih agar merasa dilibatkan kembali dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-04,train,synthetic,synthetic-cognitive-v2,SYN15878,Fe-06,train
v1:SYN04782,saya cenderung melompat dari satu kemungkinan ke kemungkinan lain saat berdiskusi saat menghadapi persoalan baru.,Ne,support,Ne:support,Ne-05,train,synthetic,synthetic-cognitive-v1,SYN04782,Ne-05,train
v2:SYN05733,saya tidak terbiasa melihat celah untuk melakukan sesuatu dengan cara yang berbeda ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-02,train,synthetic,synthetic-cognitive-v2,SYN05733,Ne-14,train
v1:SYN03085,kalau ditanya aku cenderung mempertemukan kepentingan orang yang berselisih tanpa mempermalukan mereka ketika mengerjakan tugas.,Fe,support,Fe:support,Fe-10,test,synthetic,synthetic-cognitive-v1,SYN03085,Fe-10,test
v2:SYN15397,"saya kadang mencoba sesuatu secara langsung untuk melihat hasilnya ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-07,train,synthetic,synthetic-cognitive-v2,SYN15397,Se-02,validation
v2:SYN06206,saya tidak terbiasa menafsirkan tanda tanda kecil untuk menemukan tema besarnya saat kuliah. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-11,test,synthetic,synthetic-cognitive-v2,SYN06206,Ni-05,train
v2:SYN01781,"saya kadang mengembangkan beberapa skenario alternatif dari satu informasi kecil ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-09,validation,synthetic,synthetic-cognitive-v2,SYN01781,Ne-05,train
